customer_id,first_name,last_name,email,phone,date_of_birth,registration_date,city,state,country,postal_code,customer_segment,account_status,marketing_opt_in,preferred_channel,lifetime_value,referral_source
9b3d5569-fc01-403d-8694-a7f0ec50c76b,Joshua,Mccann,joshua.mccann747@outlook.com,+1-942-971-0947,1987-02-24,2022-07-08,Jackton,IN,US,33593,Bronze,Inactive,True,Email,12758.14,Organic Search
8c19e0b7-e175-48ba-a80d-f3ddd6d10c85,Shelley,Woods,shelley.woods948@icloud.com,667-319-0229,1965-09-04,2025-01-14,North Angela,FL,US,55049,Platinum,Inactive,True,Email,12955.58,Social Media
be847035-7ee8-476d-9e0b-6047a2e3a61a,Catherine,Gibbs,catherine.gibbs317@icloud.com,286.377.4964,1977-04-06,2023-07-31,Lake Jason,MI,US,87064,Silver,Active,True,In-Person,12191.72,Paid Ad
d7fe0707-71c7-49f1-947c-f72d75128b81,Christopher,Allen,christopher.allen583@icloud.com,+1-212-506-7974,1984-06-06,2022-05-17,Jasminemouth,CA,US,09830,Bronze,Active,False,Mobile App,11784.7,Referral
4235ef16-fb0f-40e9-9f59-8eade215ee59,Grace,Bradshaw,grace.bradshaw453@hotmail.com,+1-693-661-8324x2102,1993-11-10,2021-05-25,Martinezport,CT,US,92216,Platinum,Active,True,Chat,9278.14,Direct
fd30756d-aec3-4d80-94d8-56f3b34332a9,Richard,Nelson,richard.nelson344@icloud.com,+1-677-219-0659,1969-01-26,2020-01-18,East Suzanneshire,GA,US,77456,Gold,Active,True,In-Person,11002.93,Organic Search
a7ea657d-b61d-4eb8-9d92-0f1ed8e2aab4,Stephanie,Key,stephanie.key425@hotmail.com,+1-949-702-7874x29671,1999-08-24,2026-01-23,Cookville,SC,US,21580,Bronze,Active,True,Email,16067.88,Organic Search
a7de0b07-0a9a-400b-a3a8-b70ebbbdc445,Mark,Steele,mark.steele436@protonmail.com,+1-968-807-1545x16808,1963-10-12,2021-06-15,East Aprilfort,,JO,82474,Silver,Active,True,Email,8216.31,Referral
081b7e99-53c3-4503-b738-4a4260b00679,Scott,Williams,scott.williams544@aol.com,282-847-7109x324,2001-06-02,2025-04-08,East Victoriaville,LA,US,60983,Gold,Active,False,Mobile App,7681.33,Email Campaign
37b3be1d-7315-45c2-b10c-1af27f4a308a,Stacey,Holland,stacey.holland919@hotmail.com,(974)484-6773,1990-08-02,2020-10-13,Leehaven,LA,US,98319,Bronze,Active,False,Mobile App,8722.75,Paid Ad
f8027e4c-9e58-4008-bdaa-aa3d6a81940b,Natasha,Shields,natasha.shields451@outlook.com,965-984-0449x972,1973-08-19,2019-11-14,Martinside,NJ,US,49942,Bronze,Active,True,Phone,6894.64,Paid Ad
043924bc-ab50-4987-a623-b94a284c9080,Stanley,Morris,stanley.morris220@aol.com,839.863.6057,1985-03-21,2019-09-21,South Tammie,MD,US,17048,Silver,Active,False,In-Person,16287.09,Email Campaign
349584f5-dbec-4d7a-a55f-0f9111378e11,Wayne,Lawrence,wayne.lawrence21@aol.com,371-987-0262,1982-02-15,2025-06-16,Matthewfurt,VA,US,85676,Bronze,Active,False,In-Person,9687.97,Direct
80812564-5b8d-47f9-a116-45538281e1e9,Christopher,Murphy,christopher.murphy820@icloud.com,+1-386-357-8091x34316,1967-10-14,2025-10-06,Jacksonport,NC,US,04295,Silver,Active,True,In-Person,13035.26,Referral
dcbb3e76-a4f5-4bef-9bde-ff4f26c27ecd,Brandon,Flynn,brandon.flynn638@yahoo.com,(856)523-8692x221,1950-06-02,2024-12-27,Durhamberg,,KE,30934,Silver,Active,True,In-Person,2442.59,Referral
f79e7a2c-411e-4302-92bb-953fecff128f,Steven,King,steven.king52@yahoo.com,607-948-2175x946,1982-01-04,2021-12-01,Jamesfurt,MA,US,63836,Bronze,Active,True,In-Person,4540.89,Organic Search
e7bfc1f6-926f-48b3-93f6-10cfadd11346,Daniel,James,daniel.james20@hotmail.com,001-944-606-4090,1952-09-02,2025-01-18,New Laurie,,MK,29206,Bronze,Active,False,Email,13576.2,Paid Ad
b2d5922a-c894-4938-890e-6051989e3682,Dana,Oliver,dana.oliver860@yahoo.com,+1-421-504-7095x21456,2003-09-28,2019-03-25,Port Amber,PA,US,48454,Silver,Active,False,In-Person,12590.37,Social Media
5dec73bd-5797-429d-8f42-feaa6595ff35,Alyssa,Mcintyre,alyssa.mcintyre621@yahoo.com,(547)845-1712,1958-04-11,2025-10-23,Christopherfurt,IL,US,02325,Platinum,Active,True,Chat,10364.34,Referral
944bd44d-9c58-40c8-8811-9e49a1f7f114,Joseph,Martinez,joseph.martinez965@hotmail.com,(549)365-1370x985,1954-10-26,2021-03-23,Blankenshipport,OR,US,85598,Silver,Active,False,Mobile App,14499.5,Email Campaign
641fec82-17a9-41f1-84fe-837caa849ec5,Ricky,Taylor,ricky.taylor43@protonmail.com,9477113826,1995-10-17,2022-11-23,Matthewsberg,VA,US,54880,Bronze,Active,True,In-Person,14801.96,Organic Search
d2852cb8-ca51-45bb-9c8d-c44af7f858c1,Diana,Bass,diana.bass984@hotmail.com,(840)653-7735x15850,2005-01-07,2023-01-23,North Stacy,,VE,60101,Silver,Active,True,Mobile App,17378.53,Social Media
e1edc43c-e58c-41b5-ab82-09c8c74f57fa,Christopher,Lewis,christopher.lewis828@icloud.com,+1-590-505-3293x1839,1991-05-18,2025-01-13,Kimtown,OR,US,36843,Gold,Active,False,Email,5020.71,Referral
c2d10646-e09d-4075-8458-c8c854c89e97,Michele,Thomas,michele.thomas769@yahoo.com,(584)721-0205,1999-02-14,2024-03-18,East Josephberg,WA,US,97719,Bronze,Active,True,In-Person,3818.16,Social Media
60cc0571-c44d-41c3-b681-64ad4a94c1f0,Robert,Wilson,robert.wilson287@outlook.com,577-258-9178,1972-10-13,2025-09-07,Stephentown,IN,US,08473,Platinum,Active,False,In-Person,9993.17,Paid Ad
fc8a42b6-354b-4467-a517-5209377b8903,Yolanda,Boone,yolanda.boone488@aol.com,(717)871-1592x12499,1992-01-13,2026-03-30,Shawnchester,CA,US,13500,Bronze,Active,False,Chat,11951.28,Social Media
97e7c2b8-f081-41c8-8852-3f6001adb9bc,Laura,Wilson,laura.wilson567@hotmail.com,+1-883-767-3657x6615,1978-11-03,2024-12-14,Nicholasberg,AL,US,90524,Silver,Active,True,Chat,4525.27,Organic Search
19fc4481-715f-4def-a0c1-75ad854a7d0e,Sandra,Jones,sandra.jones198@aol.com,716-315-2809,1958-09-22,2022-07-16,Gomezchester,LA,US,95011,Silver,Active,False,Chat,13042.53,Email Campaign
2a826ee4-1c81-47d0-b0af-b7257ee1a15a,Brett,Roberts,brett.roberts290@icloud.com,351-698-3273x1585,1965-05-31,2020-02-16,Port Roy,VA,US,74027,Bronze,Active,True,Chat,819.28,Organic Search
2a0cb054-ec6a-476d-8cae-7b8ac4f5dca3,Terri,Cardenas,terri.cardenas300@icloud.com,+1-880-394-0244x55022,2005-03-23,2020-06-01,Lake Cynthia,,VE,04519,Silver,Inactive,True,In-Person,8616.86,Social Media
e7497bf2-3ee1-438d-a56a-633b5764fb54,Christopher,Moreno,christopher.moreno989@yahoo.com,(275)325-4599x10229,1970-08-26,2019-07-30,Scottchester,,MT,64157,Silver,Inactive,True,Email,10386.38,Direct
e154f592-7041-49fb-a271-f9da738bba0e,Catherine,Perry,catherine.perry156@gmail.com,001-281-256-1497x84036,1998-06-30,2020-09-03,West Sierra,,GM,18488,Bronze,Active,True,In-Person,10913.72,Email Campaign
925fddaa-8cc9-46b7-bb4b-d67dbb6a3252,Kathryn,Roberts,kathryn.roberts795@yahoo.com,707-362-2683,1982-02-15,2024-11-10,Hensleyton,MA,US,57677,Bronze,Active,True,Mobile App,11178.49,Email Campaign
325b42f3-8369-486a-bf6a-2a90a33eefa1,Andrew,Morse,andrew.morse102@aol.com,796-396-6416x05297,2004-02-12,2021-05-01,Richardbury,MN,US,57605,Bronze,Active,True,Phone,48.16,Referral
43414d8d-3840-478a-90bc-396fdd605e68,Brianna,Warren,brianna.warren609@aol.com,(745)435-2181x8835,1974-02-16,2024-04-08,North Dwayne,MI,US,26357,Gold,Active,True,Phone,16630.4,Direct
81c8c49a-7599-4719-a984-5b98817ea600,Glenn,Hernandez,glenn.hernandez678@icloud.com,001-312-977-9979x95527,1986-02-20,2021-03-21,Welchview,GA,US,78019,Silver,Inactive,False,Email,1073.48,Social Media
8176ca2f-6229-4f7f-a470-88082d345933,Brian,Romero,brian.romero767@icloud.com,977-200-5411x9986,1973-11-22,2025-05-20,Stoutshire,MA,US,85938,Silver,Active,False,Mobile App,9719.67,Referral
eb9a460c-390b-41af-848c-fe1d11029ade,Jacob,Jacobs,jacob.jacobs613@gmail.com,420.771.5182x03778,1986-10-04,2019-06-13,Samanthafurt,CO,US,54079,Bronze,Active,False,Mobile App,10568.21,Organic Search
f609a441-e548-4de5-b439-5c5e3c705836,Kim,Shelton,kim.shelton689@protonmail.com,4517518644,1999-09-12,2022-01-08,New Elizabethstad,LA,US,41163,Bronze,Active,True,Chat,3266.8,Email Campaign
cd0a5e95-2ef8-4446-9919-0841026908c6,Tammy,Hale,tammy.hale651@hotmail.com,(729)214-8652x8168,1956-03-08,2024-07-07,Kyleborough,AZ,US,45292,Bronze,Active,False,Chat,7409.61,Referral
8770ddf6-2ea0-4685-89b0-2c325f30bb4a,Stacey,Tucker,stacey.tucker679@outlook.com,222.714.1888,1997-05-08,2023-06-29,New Nicholas,FL,US,21767,Bronze,Active,False,In-Person,15568.39,Organic Search
84d7dad7-67e1-413b-a371-7b23613593e2,Henry,Schwartz,henry.schwartz891@aol.com,+1-527-606-5379x473,1989-06-12,2025-01-31,Mckeeborough,OH,US,48714,Silver,Active,True,In-Person,13679.83,Paid Ad
e3f56db8-8b3a-47b3-a7e8-04d89c579fe1,Erika,Hudson,erika.hudson563@outlook.com,274.968.8623x924,1973-11-03,2020-06-20,Angelaville,SC,US,93745,Silver,Active,True,Phone,12776.09,Social Media
81ff9995-bf73-48b4-9a30-089e8644a6f9,Meghan,Rosales,meghan.rosales15@icloud.com,812-247-8261x3750,1984-08-08,2025-03-12,Shawbury,OR,US,51116,Platinum,Active,True,Phone,8970.76,Direct
692fd2a7-1bfc-4b02-9c41-b6bf63a6d0e3,Virginia,Brooks,virginia.brooks522@outlook.com,215-622-0472x77901,1985-04-10,2022-01-24,Port Edward,,AT,95821,Platinum,Active,True,In-Person,3430.99,Email Campaign
ad45c932-0a4f-4a47-b00a-e3589792e317,Chelsea,Henderson,chelsea.henderson765@icloud.com,001-243-541-0369x71179,1954-04-06,2020-07-13,West Ruben,KY,US,81085,Gold,Active,False,Chat,14769.89,Social Media
d2806b3d-43df-403a-b84d-bf9d062a49f7,Michael,Duncan,michael.duncan306@aol.com,+1-818-751-8888x80670,2000-01-10,2025-08-01,Juliestad,,ER,09356,Silver,Active,True,Chat,5983.92,Email Campaign
a7c2449d-9683-4640-9c5f-6cde7f1e68b6,Michael,Quinn,michael.quinn467@hotmail.com,995-920-5852,1964-12-03,2022-08-11,Port Dennis,,YE,94354,Bronze,Active,False,In-Person,785.65,Direct
eb5d607a-c6ec-4914-8f05-f34b8e07f095,Kimberly,Ellis,kimberly.ellis723@hotmail.com,903.605.4868,1982-08-21,2023-04-11,Port Deborahport,,KE,47290,Gold,Active,True,Email,2272.43,Email Campaign
3c2d8c45-a900-4ef0-990d-fb400bf29104,Michelle,Williams,michelle.williams891@outlook.com,+1-754-615-6676x5277,1987-07-02,2020-02-16,Lake Rogerchester,UT,US,79465,Silver,Active,True,Phone,1346.91,Social Media
a5c070cc-d632-49d3-96f9-17cc4763c96f,Wanda,White,wanda.white639@outlook.com,711-854-4796x27570,1955-03-16,2023-06-17,Danielleton,,KE,10336,Gold,Inactive,True,Chat,11282.39,Referral
78e35248-4eb3-43bc-8d9e-3b2da19c4240,Emily,Sullivan,emily.sullivan555@protonmail.com,220.429.7021x35569,2003-05-24,2019-05-28,Rushstad,WI,US,58689,Silver,Active,True,Email,7811.49,Organic Search
1dac2bdb-f773-4be9-a089-a8f338577c91,Kathryn,Berry,kathryn.berry649@protonmail.com,656.654.3102x78681,1987-10-21,2020-02-16,Lewisport,MI,US,91462,Platinum,Active,False,Chat,6452.34,Referral
6ccd5028-4096-4009-9209-94071faf0433,Sabrina,Henry,sabrina.henry251@yahoo.com,321-672-7155,1984-12-19,2024-12-15,Melissaburgh,KY,US,47882,Bronze,Active,True,In-Person,11154.79,Paid Ad
fb5aa323-96e4-44c2-9c8b-b73caed2762e,William,Martinez,william.martinez935@hotmail.com,923.470.5895,1960-11-02,2025-07-16,North Kylefort,WI,US,69404,Bronze,Active,True,In-Person,16221.77,Direct
d0449752-ca5a-4353-9e29-d76a92c107ac,Robert,Ortiz,robert.ortiz162@icloud.com,425-417-7852,1987-08-18,2019-10-30,Shawton,,TR,16775,Platinum,Active,False,Chat,8223.04,Social Media
342a5086-d91e-47ac-a5ba-3f9eac731507,April,Torres,april.torres394@yahoo.com,(653)458-4143,1957-07-26,2024-06-02,Christinaland,MO,US,66374,Bronze,Active,False,Email,17603.0,Direct
701dd7a1-b9e3-44e2-b0aa-9cb6b2b66f64,Danielle,Vargas,danielle.vargas282@hotmail.com,(229)695-9001,1998-10-09,2019-02-03,Port Ashley,,TT,81517,Gold,Suspended,False,In-Person,14991.1,Social Media
0a79e516-a31e-4155-a635-b11ed4e0f69f,Danielle,Jimenez,danielle.jimenez819@protonmail.com,+1-244-473-6471,2002-06-18,2021-07-31,Perrymouth,,YE,27242,Bronze,Active,True,Phone,11308.47,Direct
3fb4403f-d79b-46dc-852d-e9da01f25e44,Matthew,Thomas,matthew.thomas41@aol.com,001-355-662-5881x537,1987-07-19,2022-06-19,Wrightville,VA,US,07133,Gold,Active,True,In-Person,3161.52,Paid Ad
39b37ac0-8e5d-4a7f-883c-0d36480d645f,Kelly,Cruz,kelly.cruz553@protonmail.com,+1-963-625-9532x787,1995-08-16,2023-02-07,Johnsonfurt,NC,US,66750,Gold,Active,False,In-Person,17412.91,Social Media
7ce800b8-94c5-42c3-9e33-b0876a0b5468,Stephen,Allen,stephen.allen892@aol.com,001-250-304-7974,1958-05-01,2022-10-19,Andersonview,FL,US,95856,Bronze,Suspended,False,In-Person,17410.86,Email Campaign
6a75aa38-01ad-4da7-8f42-e3544b8ea2a1,Michael,Powell,michael.powell93@outlook.com,3608983584,1949-04-01,2023-06-05,Duranview,NY,US,82190,Silver,Active,True,Mobile App,6858.46,Direct
927ae159-45f0-44b0-a8e7-2d7aedf13443,Erin,Wilson,erin.wilson111@outlook.com,865-258-5239,1990-04-19,2021-08-15,North Derrickmouth,CT,US,62595,Platinum,Active,True,Email,11437.27,Referral
41d232d6-4456-4684-aecb-912efd2933ac,April,Hernandez,april.hernandez310@aol.com,925.695.2694x95888,1984-08-18,2026-04-13,Cabrerastad,TX,US,43917,Platinum,Active,True,Email,4226.4,Email Campaign
8ab1bbe2-b62a-43a8-8aa2-35b0a4166f5c,Emily,Whitney,emily.whitney398@yahoo.com,001-240-997-4993,1981-04-14,2024-02-02,New Cristina,AL,US,81731,Silver,Active,True,Phone,15937.45,Direct
d8268a9a-4729-457c-a287-afac50026ff2,Kim,James,kim.james854@gmail.com,+1-930-291-3075x62636,2003-03-26,2024-06-27,New Jared,NC,US,43105,Bronze,Active,True,Phone,15398.1,Organic Search
185bd5a2-4229-4985-aa20-d5f19bd207d2,Whitney,Mendoza,whitney.mendoza377@aol.com,(652)678-5854x9733,2005-11-06,2025-02-08,West Kellie,WA,US,92893,Bronze,Suspended,False,In-Person,1650.12,Paid Ad
d98bccc5-1afd-4513-a70f-b165fc3dc1b1,Jared,Bush,jared.bush655@aol.com,275-684-4198x66524,1949-11-30,2025-09-11,West Sandraview,NJ,US,98456,Bronze,Active,True,Email,14936.72,Email Campaign
f3ec7e3e-09b2-471f-8b88-afe225dcea09,Timothy,Harris,timothy.harris601@yahoo.com,+1-548-242-1993,1968-11-25,2021-06-03,Lake Jesse,PA,US,13634,Gold,Active,True,Phone,17775.49,Email Campaign
a02fa2f2-2655-4575-983d-f915f7ba999c,Robert,Love,robert.love818@outlook.com,620-782-6773,1957-11-11,2020-12-15,Debbieland,CA,US,85999,Bronze,Active,False,Mobile App,5827.89,Paid Ad
832e930c-fcf7-4f0a-b738-bc45226712a8,Audrey,Nichols,audrey.nichols54@outlook.com,001-302-762-0672x4004,1985-10-07,2020-06-03,Shawnside,AL,US,69224,Bronze,Active,True,Mobile App,1962.97,Email Campaign
593ea58a-a1ba-4ec7-9dff-e263a99ea0b3,Troy,Mays,troy.mays969@yahoo.com,574.431.5274x20549,1951-11-21,2025-11-24,Wilcoxhaven,UT,US,43483,Gold,Active,True,Email,1094.86,Referral
5a2aae03-2567-4d4f-a2c3-390c90c63eec,Christopher,Caldwell,christopher.caldwell412@protonmail.com,(927)653-0463,1957-09-07,2023-10-13,Kevinshire,UT,US,01999,Silver,Inactive,True,Phone,1182.28,Social Media
e5124723-1554-4b05-8570-e500577709d2,Jose,Ward,jose.ward649@icloud.com,301.674.2684,1997-03-12,2025-07-25,Christinabury,WA,US,18008,Platinum,Active,True,Mobile App,7743.59,Direct
09564f4f-1f6c-42c6-a752-44a1a77a3cd5,Timothy,Gibson,timothy.gibson874@gmail.com,+1-756-387-8339x187,1997-06-18,2026-05-05,North Mariahaven,OH,US,26998,Silver,Inactive,True,In-Person,7177.14,Direct
ca8f9edb-1d33-4d6c-aa8f-dd6cf1d3c258,Ashley,Hernandez,ashley.hernandez321@gmail.com,887-913-9718x70728,1976-01-14,2023-10-15,New Stevenport,VA,US,95302,Platinum,Active,True,Email,14971.89,Organic Search
5dd4efc4-5980-4996-a259-137ed0c5b8e0,Andrew,Scott,andrew.scott99@hotmail.com,2393106518,1959-09-03,2023-03-07,Johnsonchester,MO,US,24091,Platinum,Active,True,In-Person,6364.77,Direct
a686d250-3ca3-4045-921c-bbbd9b477a6a,Kayla,Cannon,kayla.cannon434@protonmail.com,001-865-467-6618x2512,1973-10-21,2019-07-30,Port Adam,VA,US,03480,Bronze,Active,True,In-Person,4036.41,Organic Search
0542d5c0-2e5d-47f0-baa8-5bdc0014d598,Tiffany,Ford,tiffany.ford866@outlook.com,001-286-886-3375x2431,1980-12-22,2025-03-28,East Jamieville,NC,US,78350,Silver,Inactive,False,Mobile App,11044.32,Direct
9701d31d-0b89-44de-881e-0870d862d43d,Arthur,Harper,arthur.harper27@icloud.com,001-603-506-7383x028,1971-12-29,2025-10-30,Barbaramouth,NC,US,31552,Gold,Active,True,Email,3265.3,Paid Ad
5f2ca1b1-7552-4be9-8a13-95e712901c3e,Kevin,Thomas,kevin.thomas674@icloud.com,+1-783-864-4089x26870,1954-03-30,2023-06-30,Heatherchester,WI,US,20059,Platinum,Active,True,In-Person,7556.98,Social Media
3ebb4fa6-f69e-4938-bc17-5baf40f6223b,Kevin,White,kevin.white379@yahoo.com,+1-873-834-2708,1977-02-06,2022-06-30,South John,MO,US,27152,Silver,Inactive,True,Mobile App,895.72,Organic Search
