employee_id,first_name,last_name,email,phone,department,title,hire_date,salary,manager_id,office_location,status,performance_rating,years_at_company
5989fad3-d187-48fc-a9eb-18e35185d739,Kim,Ballard,kim.ballard@insighthub-internal.com,001-927-909-9424x039,Customer Support,Support Team Lead,2017-10-17,48000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,Remote,Active,3,8.6
72280630-2e47-42fa-a354-ef84df47709a,Michael,Lynn,michael.lynn@insighthub-internal.com,333-425-5457x8378,Engineering,Staff Engineer,2017-06-09,102000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Austin,Active,3,9.0
572221a1-cc90-4a6f-b748-e4d67ea4273c,Deborah,Smith,deborah.smith@insighthub-internal.com,001-988-974-4013x517,Operations,Operations Manager,2017-10-21,78000,270df86f-c8a9-4dc6-aee5-172628a42d58,San Francisco,On Leave,1,8.6
52051f1a-2ce6-4358-a49f-ac57ad25e999,Sarah,Montoya,sarah.montoya@insighthub-internal.com,664.855.0401,Customer Support,Support Specialist,2018-10-08,50000,64cdeda9-851b-45d1-b5b4-c0f1bccbfbe7,New York,Active,4,7.7
77725037-df1c-42c9-84d9-42900539c4ab,Michael,Macdonald,michael.macdonald@insighthub-internal.com,+1-787-946-4686x5221,Operations,Operations Manager,2022-12-16,64000,9cce7d01-708e-472c-824a-ee69d849cde0,New York,Active,5,3.5
b45e45d9-2fcf-4299-b124-650619db0091,Cynthia,Obrien,cynthia.obrien@insighthub-internal.com,+1-800-317-3131x2710,Customer Support,Support Team Lead,2014-09-24,75000,a272a08e-8815-4ef7-8c46-60003b0a0272,Chicago,Active,1,11.7
e20ca58e-6973-4e0e-9da4-a3437869add5,Tristan,Lopez,tristan.lopez@insighthub-internal.com,319-642-1117,Sales,Sales Representative,2021-06-19,110000,2754173a-63e9-42e2-b8a0-34eb11fac013,Remote,Active,1,5.0
715a5d80-8961-4f1c-b81f-7ee89d34352a,Robert,Mckinney,robert.mckinney@insighthub-internal.com,001-966-565-8409x266,Engineering,Engineering Manager,2021-01-15,107000,e2f5f94e-cf7a-466f-8e6e-5b12a29744a4,San Francisco,Active,4,5.4
569b71ca-c9e5-4f4c-a336-65314df4d8c2,Stephanie,White,stephanie.white@insighthub-internal.com,+1-579-727-8521x3221,Operations,Operations Analyst,2017-07-24,102000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Chicago,Active,3,8.9
5120f861-5830-4728-ac6c-fced75b84304,Charles,Roberts,charles.roberts@insighthub-internal.com,(322)477-1420x37252,Customer Support,Senior Support Specialist,2014-10-28,53000,9d6bfac9-163c-4765-89b1-d20ce65da408,Chicago,Active,2,11.6
aae53249-8414-420b-ac0c-3f57fdeacff1,John,Singh,john.singh@insighthub-internal.com,996.460.4748x470,Engineering,Engineering Manager,2024-08-19,170000,2754173a-63e9-42e2-b8a0-34eb11fac013,Atlanta,Active,4,1.8
c2fdc362-2cfe-44be-9044-12bf43f3445a,Jennifer,Smith,jennifer.smith@insighthub-internal.com,754.766.0247x141,Sales,Senior Account Executive,2022-03-31,118000,8ed82332-9b5d-49ec-8ee7-49262c739ffc,Remote,Active,5,4.2
5905d4d9-9c98-47ab-9d63-2ed61be03b4d,Victor,Parker,victor.parker@insighthub-internal.com,001-260-652-8873x69297,Customer Support,Support Team Lead,2017-10-15,44000,e7560864-e38d-4c3d-babe-c40bd1151599,Boston,Active,3,8.6
d992d539-d807-40fb-96c1-1d557a3cfe95,Ryan,Morgan,ryan.morgan@insighthub-internal.com,+1-908-594-9601,Engineering,Senior Software Engineer,2019-08-08,141000,7c96b3bd-730a-4a9e-b546-b95ec3ceee3e,Austin,Active,2,6.8
14564909-6e33-45a7-80d6-4853d7711a6f,Lisa,Franklin,lisa.franklin@insighthub-internal.com,+1-708-620-5834x9129,Engineering,Senior Software Engineer,2023-02-07,140000,909edffb-a072-4476-b02a-0beac6ebf5fa,Chicago,Active,5,3.3
14dfb492-b7e4-4271-80c3-d930299a6342,Ruth,Long,ruth.long@insighthub-internal.com,5012840339,Customer Support,Support Specialist,2017-10-08,62000,9d6bfac9-163c-4765-89b1-d20ce65da408,Austin,Active,2,8.7
c366c8f9-fd77-43c3-b908-5b8c5b736161,Allen,Martinez,allen.martinez@insighthub-internal.com,236.987.0606,Sales,Sales Representative,2023-06-28,119000,270df86f-c8a9-4dc6-aee5-172628a42d58,San Francisco,Active,3,2.9
d6a46e00-69fe-4a44-b961-e5907784a6f9,Breanna,Newman,breanna.newman@insighthub-internal.com,376.258.1088x4537,Engineering,Staff Engineer,2020-06-01,169000,9cce7d01-708e-472c-824a-ee69d849cde0,Seattle,Active,3,6.0
fcdeac6d-8430-4e28-8d72-02d575d325c8,Angela,Burgess,angela.burgess@insighthub-internal.com,653-505-6050x052,Customer Support,Support Team Lead,2017-03-16,50000,64cdeda9-851b-45d1-b5b4-c0f1bccbfbe7,Remote,Active,4,9.2
ab1276d0-e4d4-484f-a983-3bfb29a58f34,Matthew,Tucker,matthew.tucker@insighthub-internal.com,403-934-6894x5275,Engineering,Staff Engineer,2019-02-03,98000,3041207d-d7af-4130-bee6-2d271e81b371,Remote,Active,4,7.3
31e34b80-b718-40d7-8a6b-9b2efa2961e9,Ryan,Moore,ryan.moore@insighthub-internal.com,662-640-0670x1186,Marketing,Marketing Analyst,2022-05-30,111000,3041207d-d7af-4130-bee6-2d271e81b371,Atlanta,Active,3,4.0
83448269-d550-4522-bf6d-6af761fec1bd,Gina,Harris,gina.harris@insighthub-internal.com,5734407006,Customer Support,Support Team Lead,2019-11-22,40000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Chicago,Active,1,6.5
63f40eb8-5710-492a-a177-08f75c1b2696,Stephen,Carr,stephen.carr@insighthub-internal.com,646.388.3269,HR,HR Coordinator,2017-09-11,100000,e7560864-e38d-4c3d-babe-c40bd1151599,Remote,Terminated,5,8.7
bc78f989-7511-4b00-a13b-295f95786072,Linda,Shelton,linda.shelton@insighthub-internal.com,(242)481-2578x992,Operations,Director of Operations,2018-11-02,52000,8ed82332-9b5d-49ec-8ee7-49262c739ffc,New York,Active,3,7.6
7ed47786-8d8f-4bc0-823e-2a1bae7bb80b,James,Allen,james.allen@insighthub-internal.com,001-599-488-6232x52812,Finance,Senior Financial Analyst,2020-11-11,128000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Atlanta,Active,4,5.6
bdcf62a6-d59d-4085-892a-0530f27778cc,Kathleen,Hicks,kathleen.hicks@insighthub-internal.com,+1-780-647-2520x9266,Marketing,Marketing Analyst,2019-09-28,80000,909edffb-a072-4476-b02a-0beac6ebf5fa,Atlanta,Active,3,6.7
65d8bb7d-b94f-4089-a5fe-7bdba8f339d8,Tina,Hernandez,tina.hernandez@insighthub-internal.com,001-439-747-8637x8224,Customer Support,Senior Support Specialist,2019-08-30,62000,270df86f-c8a9-4dc6-aee5-172628a42d58,New York,Active,1,6.8
5f4793c5-4db8-42f0-826b-32b39bac0064,Charles,Morris,charles.morris@insighthub-internal.com,(214)956-3944,Sales,Account Executive,2020-01-19,76000,2754173a-63e9-42e2-b8a0-34eb11fac013,San Francisco,On Leave,3,6.4
8952417e-043c-4190-a0b3-b52f7aac7f81,Cynthia,Campos,cynthia.campos@insighthub-internal.com,289-237-3402x3206,Engineering,Senior Software Engineer,2024-08-22,85000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Seattle,On Leave,3,1.8
8364ff8f-5d13-45f1-b695-222ba5a0865f,Jason,Craig,jason.craig@insighthub-internal.com,001-763-878-9684x599,Operations,Director of Operations,2020-10-22,86000,e7560864-e38d-4c3d-babe-c40bd1151599,San Francisco,Terminated,5,5.6
b62b2aa5-a11d-48c2-bfa1-ce558bd63f18,Xavier,Acosta,xavier.acosta@insighthub-internal.com,534.350.1209,Customer Support,Senior Support Specialist,2024-01-25,55000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Remote,Active,5,2.4
d1e67e74-fc88-41d7-8fa3-73139ab4c1be,Tiffany,Drake,tiffany.drake@insighthub-internal.com,001-807-465-6343x8679,Sales,Account Executive,2024-02-13,69000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,Austin,Active,1,2.3
24be1055-2244-4485-b771-a379d937b8e3,Christine,Wall,christine.wall@insighthub-internal.com,8903352779,Marketing,Campaign Manager,2022-01-28,90000,1f21ede9-db19-40b8-a081-b53b07a3b63b,San Francisco,Active,5,4.3
cac9cac1-54d9-42bf-a83a-5b3bf63447be,Rodney,Thomas,rodney.thomas@insighthub-internal.com,911-266-2218x661,Customer Support,Support Specialist,2017-10-15,57000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,San Francisco,Active,4,8.6
dd74ce63-a02c-40e2-a650-8e62d0212cd0,Megan,Harrison,megan.harrison@insighthub-internal.com,925-768-4978,Customer Support,Support Team Lead,2026-03-05,72000,935783ee-4a8f-4469-a2ee-4c6bb9d66c9c,Chicago,Active,5,0.2
4ca0fe57-6a81-4657-9a05-8a2aff71807a,Amy,Cooper,amy.cooper@insighthub-internal.com,834.913.9631,Customer Support,Senior Support Specialist,2019-10-25,73000,e2f5f94e-cf7a-466f-8e6e-5b12a29744a4,New York,Active,4,6.6
0164c80b-1df4-416e-a01a-8b84413a4dfb,Jacob,Lee,jacob.lee@insighthub-internal.com,001-612-975-2427,Engineering,Engineering Manager,2023-02-21,147000,9cce7d01-708e-472c-824a-ee69d849cde0,Atlanta,Active,3,3.3
512ae6c0-abe4-4c81-83db-4f133fe4a75c,Seth,Yu,seth.yu@insighthub-internal.com,+1-778-849-2515x174,Customer Support,Support Team Lead,2018-12-01,72000,2754173a-63e9-42e2-b8a0-34eb11fac013,New York,Active,3,7.5
78b583f5-4179-4683-8caa-93861de382c6,David,Olson,david.olson@insighthub-internal.com,727.648.6471x8421,Engineering,Engineering Manager,2014-05-05,180000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,San Francisco,Terminated,5,12.1
57dbbdd6-11b0-427f-b002-996ad629466d,Sharon,Hill,sharon.hill@insighthub-internal.com,377-504-4608x09267,Engineering,Senior Software Engineer,2020-10-18,92000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Austin,Active,4,5.6
7e7c42db-9a25-4a16-b56b-308106151629,Caroline,Ford,caroline.ford@insighthub-internal.com,(984)332-2113,Engineering,Software Engineer,2022-03-03,168000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,New York,Active,5,4.3
bf4c5ec8-d1c9-49b8-b525-34422a0de944,Melanie,Rivera,melanie.rivera@insighthub-internal.com,7586817442,Customer Support,Support Specialist,2022-03-25,56000,9cce7d01-708e-472c-824a-ee69d849cde0,Chicago,Active,2,4.2
d40aac5b-6d70-4f24-ba00-467d85bb2374,Joseph,Martin,joseph.martin@insighthub-internal.com,001-224-688-5938x806,Customer Support,Support Specialist,2015-05-11,44000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Seattle,Active,3,11.1
1adb7b44-6ee6-45aa-ba32-0229340a4d9d,Laura,May,laura.may@insighthub-internal.com,811-718-9288,Sales,Sales Manager,2014-08-02,116000,935783ee-4a8f-4469-a2ee-4c6bb9d66c9c,Chicago,Active,1,11.8
0b785329-e5f4-4da4-a417-b2b6ecd57ff0,Nicole,Oconnell,nicole.oconnell@insighthub-internal.com,971.910.1298x50132,Engineering,Software Engineer,2018-01-14,85000,3041207d-d7af-4130-bee6-2d271e81b371,Austin,Active,3,8.4
40e716c0-c3d6-4b89-bf57-60751c606d2c,Thomas,Brown,thomas.brown@insighthub-internal.com,001-694-225-4973,Engineering,Engineering Manager,2015-02-18,140000,9f1dc477-c3fa-4e40-a3c6-e01a34744e6d,Austin,Active,3,11.3
2a66bcec-f800-4751-8385-82e8db2e07d7,Jennifer,Cherry,jennifer.cherry@insighthub-internal.com,+1-295-283-4158x421,Engineering,Senior Software Engineer,2017-05-11,157000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,New York,Terminated,5,9.1
7116cc0c-6df5-4b0c-bdee-7f74f918922b,Ashlee,Johnston,ashlee.johnston@insighthub-internal.com,7553438717,Customer Support,Senior Support Specialist,2016-08-11,44000,14a42899-a35f-4e8a-8019-63a30e074822,San Francisco,Active,5,9.8
f3e0975f-df68-40aa-a91d-6865ac44f5b2,Lynn,Cook,lynn.cook@insighthub-internal.com,412-225-1274,Sales,Sales Manager,2019-09-04,55000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,Remote,Active,1,6.7
0381ff0b-a39f-4722-aec0-8058318040f8,Erica,Pope,erica.pope@insighthub-internal.com,369-820-0755,Marketing,Campaign Manager,2021-06-07,94000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Boston,Active,2,5.0
4774146d-728b-4386-b0ee-dff01c81cf91,Ryan,Horn,ryan.horn@insighthub-internal.com,933-689-3440x26295,Customer Support,Support Team Lead,2020-06-07,43000,a272a08e-8815-4ef7-8c46-60003b0a0272,Seattle,Terminated,4,6.0
454e3901-7ec5-4730-9941-f9b8cfe4dd27,Jason,Roberts,jason.roberts@insighthub-internal.com,(597)651-0854x4557,HR,HR Manager,2015-11-18,67000,14a42899-a35f-4e8a-8019-63a30e074822,New York,Active,1,10.5
ca435b57-0891-4eeb-964f-3bcbb01a050e,Bonnie,Sweeney,bonnie.sweeney@insighthub-internal.com,563-351-7963x1503,Marketing,Content Strategist,2025-11-12,86000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,New York,On Leave,4,0.6
003f3207-4d66-4352-90dd-2146243e5501,Alice,Austin,alice.austin@insighthub-internal.com,(367)455-2941,Finance,Senior Financial Analyst,2024-04-24,73000,270df86f-c8a9-4dc6-aee5-172628a42d58,Austin,Active,4,2.1
bc775c20-8111-4f0a-968b-9d651a57261a,Kendra,Wells,kendra.wells@insighthub-internal.com,616.291.7714x70643,Sales,Sales Representative,2017-06-17,73000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,Austin,Terminated,5,9.0
469827aa-6922-4c72-9a6e-bfee6b74bb10,Charles,Williams,charles.williams@insighthub-internal.com,+1-942-401-6916x319,Finance,Senior Financial Analyst,2022-10-24,89000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,Austin,Active,5,3.6
20364758-7d7a-490a-82d7-92e6cb8efa37,Cynthia,Glass,cynthia.glass@insighthub-internal.com,(922)675-7377x8029,Engineering,Engineering Manager,2014-03-19,166000,e85ee363-0307-405e-b0a9-feeff9a9b10d,New York,Active,1,12.2
614942a1-5185-473b-b971-1aedc64ffb66,Wendy,Moore,wendy.moore@insighthub-internal.com,001-373-231-0158x339,Operations,Director of Operations,2017-12-11,73000,a272a08e-8815-4ef7-8c46-60003b0a0272,Seattle,Active,4,8.5
2782b352-72ce-48b3-a537-a88631ed1541,Jacob,Brown,jacob.brown@insighthub-internal.com,3555607579,Engineering,Staff Engineer,2016-02-08,180000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Remote,Active,5,10.3
1c176606-fa6d-4256-ad6c-3aaf06ef7e6b,Charles,Meyers,charles.meyers@insighthub-internal.com,2363004632,Sales,Sales Representative,2024-03-09,76000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Seattle,Active,5,2.2
7d528c08-956a-4baa-b5e8-dd361972b248,Shannon,Rose,shannon.rose@insighthub-internal.com,305-782-1706x15569,Engineering,Engineering Manager,2022-06-22,103000,64cdeda9-851b-45d1-b5b4-c0f1bccbfbe7,Chicago,On Leave,4,3.9
a640394d-a2a6-40b8-a79c-040e24c19f95,Jeremy,Lopez,jeremy.lopez@insighthub-internal.com,+1-972-795-0277x2578,Operations,Operations Manager,2019-06-16,69000,9d6bfac9-163c-4765-89b1-d20ce65da408,Chicago,Active,3,7.0
4afc7dda-8073-4c7c-831c-7d36326040a3,Ryan,Chambers,ryan.chambers@insighthub-internal.com,253.576.6989x59157,Customer Support,Senior Support Specialist,2025-02-16,56000,9d6bfac9-163c-4765-89b1-d20ce65da408,Remote,Active,2,1.3
549278a7-589d-40a8-a53c-f36a42ad1424,Evan,Wallace,evan.wallace@insighthub-internal.com,890-982-9412,Engineering,Software Engineer,2024-10-09,141000,a272a08e-8815-4ef7-8c46-60003b0a0272,Austin,Active,5,1.6
a02af4e8-3e36-4182-b286-bec806aec434,Nathaniel,Cardenas,nathaniel.cardenas@insighthub-internal.com,660-702-1019,Operations,Director of Operations,2026-04-19,60000,64cdeda9-851b-45d1-b5b4-c0f1bccbfbe7,Seattle,Active,1,0.1
22dcf37b-21a4-417b-b55c-fc7ffac8e409,Kelly,Hess,kelly.hess@insighthub-internal.com,637-619-3100x29503,Customer Support,Senior Support Specialist,2025-04-15,43000,64cdeda9-851b-45d1-b5b4-c0f1bccbfbe7,Atlanta,Active,3,1.1
006aba69-6766-494b-b8ad-acbbcb83cdde,Edwin,Booth,edwin.booth@insighthub-internal.com,(364)438-0442x94649,Engineering,Staff Engineer,2018-07-02,135000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Boston,Terminated,4,7.9
19c600cd-b69a-4a08-9bfd-00af3131cd7b,Austin,Butler,austin.butler@insighthub-internal.com,204.936.6414x6933,Engineering,Staff Engineer,2014-02-11,146000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Boston,Active,4,12.3
bbce54d5-7c96-4b07-9d74-f09fb0aa84f4,Carl,Dixon,carl.dixon@insighthub-internal.com,001-645-344-0986x49103,Engineering,Senior Software Engineer,2022-09-09,156000,e2f5f94e-cf7a-466f-8e6e-5b12a29744a4,Seattle,Active,5,3.7
5e021e0b-f8dd-4afa-a07b-8d0e5d98d8b2,William,Stewart,william.stewart@insighthub-internal.com,001-935-941-0069x8583,Finance,Senior Financial Analyst,2016-01-01,99000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Atlanta,Active,4,10.4
b47a1ddd-da9a-46a0-80dd-7e41bd1a79d9,Edward,Brown,edward.brown@insighthub-internal.com,(543)792-3253x5685,Customer Support,Support Team Lead,2024-03-10,48000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,Remote,Active,3,2.2
d1d0ce4a-a6e4-479b-ab84-cc2c1e2954bc,Christopher,Marks,christopher.marks@insighthub-internal.com,978-303-6310,Customer Support,Senior Support Specialist,2016-12-29,58000,270df86f-c8a9-4dc6-aee5-172628a42d58,Austin,Active,3,9.4
49dc7e53-1653-4ff8-ba26-fa90b24aecef,Yolanda,Smith,yolanda.smith@insighthub-internal.com,(615)539-7673x8483,Marketing,Content Strategist,2014-07-19,76000,e2f5f94e-cf7a-466f-8e6e-5b12a29744a4,Remote,On Leave,3,11.9
2baab5cb-b689-46a1-89b5-34b6d30f7ab7,Michael,Stevens,michael.stevens@insighthub-internal.com,579-547-3593,Marketing,Campaign Manager,2022-05-12,89000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Chicago,Active,3,4.1
cee14e2a-72b4-46f7-9990-e79f22441c89,Jacqueline,Luna,jacqueline.luna@insighthub-internal.com,464.797.4828x903,Customer Support,Senior Support Specialist,2025-05-22,64000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Remote,Active,4,1.0
8cc20b9a-8dc4-468d-80fe-5fad518fb561,Dawn,Bennett,dawn.bennett@insighthub-internal.com,001-478-676-9750x3092,Customer Support,Support Team Lead,2025-01-06,46000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Boston,Active,5,1.4
d0094d82-fb6e-4e29-8701-da935be7389f,Shelby,Malone,shelby.malone@insighthub-internal.com,+1-439-415-8508x346,Engineering,Staff Engineer,2026-05-15,133000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,New York,Active,4,0.1
f11d78ea-cefc-45c9-a2ed-0ee0450a2c3d,Hannah,Williams,hannah.williams@insighthub-internal.com,717-799-7448x2951,Customer Support,Senior Support Specialist,2022-03-02,65000,270df86f-c8a9-4dc6-aee5-172628a42d58,Chicago,Active,2,4.3
149a47b5-b60b-4a52-b64a-e46aa1982653,Brian,Garza,brian.garza@insighthub-internal.com,001-879-226-9681x10201,Sales,Sales Manager,2020-08-21,109000,22e8d4b7-bb2e-4be6-8055-0ff62cc29846,Remote,Active,2,5.8
4c711e74-df65-4a64-ac8c-adf2c9eef871,Amanda,Nicholson,amanda.nicholson@insighthub-internal.com,313.967.0265,Customer Support,Support Team Lead,2014-07-11,58000,14a42899-a35f-4e8a-8019-63a30e074822,New York,Active,3,11.9
9b435ac9-815c-4288-9c3e-ac509f80ae22,Kimberly,Marks,kimberly.marks@insighthub-internal.com,(502)400-7751x8465,Customer Support,Support Team Lead,2016-09-13,55000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,Atlanta,Active,5,9.7
2d01dd84-523b-4ee3-8751-3dadd736157b,Margaret,Myers,margaret.myers@insighthub-internal.com,+1-403-226-2978x57839,Customer Support,Support Team Lead,2016-03-17,68000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Boston,Active,5,10.2
e3f0d323-287e-424a-b144-4bbdbabf3b6b,James,Turner,james.turner@insighthub-internal.com,(581)314-2485x615,Finance,Financial Analyst,2016-04-23,140000,270df86f-c8a9-4dc6-aee5-172628a42d58,Atlanta,Active,5,10.1
750103fd-6dd9-498f-a239-ca7d53dc70ec,Tamara,Colon,tamara.colon@insighthub-internal.com,678-586-8491x33063,Customer Support,Support Team Lead,2024-04-16,63000,2754173a-63e9-42e2-b8a0-34eb11fac013,Atlanta,Active,5,2.1
3af50e8f-f618-48a5-a1c5-1938278fbddc,Amy,Bryant,amy.bryant@insighthub-internal.com,361-823-7542x804,Sales,Account Executive,2023-10-01,69000,9cce7d01-708e-472c-824a-ee69d849cde0,Remote,Active,3,2.7
d26153a1-e47d-40db-8220-8b9df1cf4211,Brittney,Snyder,brittney.snyder@insighthub-internal.com,(854)555-6674x998,Engineering,Senior Software Engineer,2024-07-20,97000,909edffb-a072-4476-b02a-0beac6ebf5fa,Seattle,Active,3,1.9
66368334-e110-4f9d-ba4c-5db7cefe1789,Gloria,Berger,gloria.berger@insighthub-internal.com,238-425-8807,Marketing,Marketing Analyst,2024-05-08,74000,14a42899-a35f-4e8a-8019-63a30e074822,Chicago,Active,2,2.1
10aa2530-71d3-4262-9d3e-9a2204c0443c,Jeffrey,Hall,jeffrey.hall@insighthub-internal.com,803-559-9605,Marketing,Campaign Manager,2020-05-24,86000,a272a08e-8815-4ef7-8c46-60003b0a0272,New York,Active,1,6.0
